dragonwell-8.1.1	Alibaba_Dragonwell_8.1.1-Experimental_Windows_x64.zip	https://github.com/alibaba/dragonwell8/releases/download/v8.1.1-GA/Alibaba_Dragonwell_8.1.1-Experimental_Windows_x64.zip	1ef1880101ca029407ebb0a7a85461ab982b7c7c6b28d8dc60c7cd4fe3fe4a42
dragonwell-8.2.2	Alibaba_Dragonwell_8.2.2-Experimental_Windows_x64.zip	https://github.com/alibaba/dragonwell8/releases/download/v8.2.2-GA/Alibaba_Dragonwell_8.2.2-Experimental_Windows_x64.zip	fe5f4c420f10e20bd8a6de5325aacdfc4c0b4f908885c17929a015ff69994d22
dragonwell-8.3.3	Alibaba_Dragonwell_8.3.3-Experimental_Windows_x64.tar.gz	https://github.com/alibaba/dragonwell8/releases/download/dragonwell-8.3.3-GA/Alibaba_Dragonwell_8.3.3-Experimental_Windows_x64.tar.gz	34eacdd1770039cfe7e08ec8bc715e68f7b9b0e7c41d5ac4a10d301196231932
dragonwell-8.4.4	Alibaba_Dragonwell_8.4.4-Experimental_Windows_x64.tar.gz	https://github.com/alibaba/dragonwell8/releases/download/dragonwell-8.4.4_jdk8u262-ga/Alibaba_Dragonwell_8.4.4-Experimental_Windows_x64.tar.gz	8652e3fd7a21964674c76cf88598a76e26a9eff55a9ca98d6c1da7ce9267c978
dragonwell-8.5.4	Alibaba_Dragonwell_8.5.4-GA_Experimental_Windows_x64.zip	https://github.com/alibaba/dragonwell8/releases/download/dragonwell-8.5.4_jdk8u272-ga/Alibaba_Dragonwell_8.5.4-GA_Experimental_Windows_x64.zip	0f04bee12ce1acd70d603759e1c57d8381c08669bdeed743474ce9ecfae51fb3
dragonwell-8.5.5	Alibaba_Dragonwell_8.5.5-Experimental_Windows_x64.zip	https://github.com/alibaba/dragonwell8/releases/download/dragonwell-8.5.5_jdk8u275-b2/Alibaba_Dragonwell_8.5.5-Experimental_Windows_x64.zip	82f065e103c901c1392d7f9a958177913ee2c8ba3415e38843001764dc0431b6
dragonwell-8.6.5	Alibaba_Dragonwell_8.6.5_Experimental_Windows_x64.zip	https://github.com/alibaba/dragonwell8/releases/download/dragonwell-8.6.5_jdk8u282-b1/Alibaba_Dragonwell_8.6.5_Experimental_Windows_x64.zip	065803f52f9c177e8661244795ffbda33d0f27ea1bf39ff251840e84c5ba21e2
graalvm-19.2.0-dev-b01	graalvm-ce-windows-amd64-19.2.0-dev-b01.zip	https://github.com/oracle/graal/releases/download/vm-19.2.0-dev-b01/graalvm-ce-windows-amd64-19.2.0-dev-b01.zip	3fe00897033885182aac2598eca9bf62d5e344888a80b9661e659829af06f8ea
openjdk-14-valhalla+4-55	openjdk-14-valhalla+4-55_windows-x64_bin.zip	https://download.java.net/java/early_access/valhalla/4/openjdk-14-valhalla+4-55_windows-x64_bin.zip	be6c7702971677c96da74f243a3f261d03e3879bc86e04244d721a87e30b41d7
openjdk-17-loom+7-342	openjdk-17-loom+7-342_windows-x64_bin.zip	https://download.java.net/java/early_access/loom/7/openjdk-17-loom+7-342_windows-x64_bin.zip	6cf29d744b518b5e89921f54e6ad36f353666da01403703632e4adaaeda39ff7
